"uniprotkb_canonical_ac","database_id","database_label"
"P47755-1","NP_006127.1",""
"Q9HCS4-1","NP_112573.1",""
"O14503-1","NP_003661.1",""
"Q86Y37-1","NP_722517.3",""
"Q15554-3","NP_005643.2",""
"P25391-1","NP_005550.2",""
"O15060-1","NP_055645.1",""
"Q8NGW6-1","NP_001005184.1",""
"Q96GM8-1","NP_079353.3",""
"Q9P267-1","NP_060798.2",""
"Q6ZNQ3-1","NP_001123362.1",""
"Q8WWG9-1","NP_542402.3",""
"Q8IZL2-1","NP_115803.1",""
"Q6IFG1-1","NP_001005168.1",""
"Q96RT6-1","NP_758441.2",""
"P25815-1","NP_005971.1",""
"P20700-1","NP_005564.1",""
"Q2I0M4-1","NP_001013675.1",""
"Q9H2G4-1","NP_071400.1",""
"A8MPY1-1","NP_001099050.1",""
"P08779-1","NP_005548.2",""
"P49716-1","NP_005186.2",""
"Q9Y6C2-1","NP_008977.1",""
"Q6PF15-1","NP_001034637.2",""
"Q30KQ6-1","NP_001032588.1",""
"Q9UJM8-1","NP_060015.1",""
"Q5EBN2-1","NP_001012414.1",""
"O95873-1","NP_067007.3",""
"Q30KQ5-1","NP_001032819.1",""
"Q9H0U9-1","NP_003300.1",""
"O15270-1","NP_004854.1",""
"Q86W24-1","NP_789792.1",""
"P32245-1","NP_005903.2",""
"P12980-1","NP_005574.2",""
"P32247-1","NP_001718.1",""
"Q9Y5S9-1","NP_005096.1",""
"A8MZA4-1","NP_001138476.2",""
"Q9UK39-1","NP_036250.2",""
"Q969E1-1","NP_443203.1",""
"Q8TAV3-1","NP_060251.2",""
"Q969E8-1","NP_477511.1",""
"Q01538-1","NP_004526.1",""
"A2IDD5-1","NP_001026907.2",""
"Q13247-1","NP_006266.2",""
"Q8N883-1","NP_079316.2",""
"Q8TC26-1","NP_112185.1",""
"Q8N884-1","NP_612450.2",""
"Q53QV2-1","NP_112177.2",""
"P26842-1","NP_001233.1",""
"O60725-1","NP_036537.1",""
"Q9GZK7-1","NP_039225.1",""
"Q9GZK3-1","NP_149046.2",""
"Q5HYK3-1","NP_115690.3",""
"Q86TA1-1","NP_079037.3",""
"P35663-1","NP_066941.1",""
"Q9H490-1","NP_536724.1",""
"Q8WZ60-1","NP_569713.2",""
"Q6ZUJ4-1","NP_940964.1",""
"P08263-1","NP_665683.1",""
"P00709-1","NP_002280.1",""
"Q9NRJ7-1","NP_066008.2",""
"Q9NRJ5-1","NP_064529.4",""
"Q7LBC6-1","NP_057688.2",""
"Q96PE6-1","NP_443114.1",""
"Q9H3R2-1","NP_149038.3",""
"O96018-1","NP_004877.1",""
"P60369-1","NP_941969.2",""
"Q14324-1","NP_004524.3",""
"P14616-1","NP_055030.1",""
"Q9H0W7-1","NP_113623.1",""
"O94826-1","NP_055635.3",""
"Q6P1Q9-1","NP_060866.2",""
"P17301-1","NP_002194.2",""
"Q96G03-1","NP_060760.2",""
"Q7L3T8-1","NP_689481.2",""
"Q9UKT6-1","NP_036291.2",""
"Q13253-1","NP_005441.1",""
"Q13257-1","NP_002349.1",""
"P19012-1","NP_002266.2",""
"Q8TEJ3-1","NP_001092759.1",""
"Q9UBV8-1","NP_036524.1",""
"A6NHN0-1","NP_001073909.1",""
"Q9UBV7-1","NP_009186.1",""
"Q8WUD4-1","NP_001264003.1",""
"Q8WUD6-1","NP_064629.2",""
"Q5T4I8-1","NP_001138492.1",""
"Q96BV0-1","NP_775951.2",""
"Q9NYW2-1","NP_076407.1",""
"Q9NYW3-1","NP_076408.1",""
"Q9NYW0-1","NP_076410.1",""
"Q9NYW1-1","NP_076406.1",""
"Q9NYW6-1","NP_058639.1",""
"Q9NYW7-1","NP_062545.1",""
"Q9NYW4-1","NP_061853.1",""
"Q9NYW5-1","NP_058640.1",""
"Q8N7X0-1","NP_078970.3",""
"P16860-1","NP_002512.1",""
"O43300-1","NP_056379.1",""
"Q9UJP4-1","NP_055666.2",""
"Q15916-1","NP_006617.1",""
"A6NEH6-1","NP_001138523.1",""
"O95096-1","NP_002500.1",""
"P59826-1","NP_872599.1",""
"P98169-1","NP_009088.1",""
"Q96DP5-1","NP_640335.2",""
"Q9NS25-1","NP_115850.2",""
"Q8NA92-1","NP_689871.1",""
"Q8N488-1","NP_036366.3",""
"P51530-1","NP_001073918.2",""
"Q9NS28-1","NP_570138.1",""
"P30405-1","NP_005720.1",""
"P30408-1","NP_055035.1",""
"Q8N485-1","NP_694966.3",""
"P34982-1","NP_002539.2",""
"Q8NAV1-1","NP_116253.2",""
"P16401-1","NP_005313.1",""
"P16403-1","NP_005310.1",""
"Q02094-1","NP_000315.2",""
"P82650-1","NP_064576.1",""
"P16422-1","NP_002345.2",""
"P03915-1","YP_003024036.1",""
"Q9UMW8-1","NP_059110.2",""
"P18825-1","NP_000674.2",""
"P0C7H9-1","NP_001243798.1",""
"Q9BR26-1","NP_542452.1",""
"A6NLI5-1","NP_001193560.1",""
"Q96FW1-1","NP_060140.2",""
"Q12829-1","NP_006813.1",""
"P09529-1","NP_002184.2",""
"P58417-1","NP_689958.1",""
"Q9Y6Y8-1","NP_009121.1",""
"Q969R8-1","NP_060933.3",""
"P51817-1","NP_005035.1",""
"Q6VY07-1","NP_060496.2",""
"P56703-1","NP_110380.1",""
"P56706-1","NP_478679.1",""
"P56704-1","NP_149122.1",""
"P35052-1","NP_002072.2",""
"O60568-1","NP_001075.1",""
"Q6PH85-1","NP_001014305.1",""
"Q8TDY8-1","NP_066013.1",""
"O43895-1","NP_003390.4",""
"Q7RTY8-1","NP_001036040.2",""
"P55851-1","NP_003346.2",""
"P12314-1","NP_000557.1",""
"Q8IY37-1","NP_116045.2",""
"O75443-1","NP_005413.2",""
"Q8IY33-1","NP_891554.1",""
"A6NFA0-1","NP_001296355.1",""
"P24588-1","NP_004848.3",""
"Q8WWF6-1","NP_001001394.1",""
"P35270-1","NP_003115.1",""
"Q7RTY0-1","NP_963860.1",""
"Q6W3E5-1","NP_878253.1",""
"Q99895-1","NP_009203.2",""
"B3SHH9-1","NP_001139808.1",""
"Q96L46-1","NP_115706.1",""
"Q9Y2I8-1","NP_054742.2",""
"Q13064-1","NP_005655.1",""
"Q9NZP0-1","NP_473445.1",""
"O75629-1","NP_003842.1",""
"O75628-1","NP_054731.2",""
"Q5TF39-1","NP_699200.2",""
"P30989-1","NP_002522.2",""
"Q8NGP6-1","NP_001005282.1",""
"P19623-1","NP_003123.2",""
"Q8NGP0-1","NP_001001955.2",""
"Q8NGP2-1","NP_001005205.2",""
"Q8NGP3-1","NP_001004743.1",""
"A6NGZ8-1","NP_001156408.1",""
"Q9H0U3-1","NP_115497.4",""
"Q66K64-1","NP_612362.2",""
"P0DJD0-1","NP_001019628.3",""
"P0DJD1-1","NP_001071638.2",""
"Q8WVJ2-1","NP_660309.1",""
"O00270-1","NP_005290.2",""
"P0DJD8-1","NP_001073275.1",""
"P0DJD9-1","NP_055039.1",""
"O94913-1","NP_056969.2",""
"Q13395-1","NP_005637.3",""
"Q13394-1","NP_005575.1",""
"Q6ZQY2-1","NP_001277935.1",""
"Q6P4F2-1","NP_001026904.2",""
"P40313-1","NP_001898.1",""
"O75446-1","NP_003855.1",""
"Q9BRU9-1","NP_115710.2",""
"Q9NPE3-1","NP_061118.1",""
"Q9NPE2-2","NP_001028260.2",""
"Q9UBF1-1","NP_057333.1",""
"Q9NPE6-1","NP_003107.1",""
"Q6NT52-1","NP_203696.2",""
"O95081-1","NP_006067.3",""
"P58012-1","NP_075555.1",""
"Q8N695-1","NP_666018.3",""
"Q8N693-1","NP_703149.1",""
"P0DJ93-1","NP_001129047.1",""
"Q6PCB6-1","NP_067037.1",""
"Q6PCB5-1","NP_940869.2",""
"Q9HCS7-1","NP_064581.2",""
"Q9HCS2-1","NP_076433.3",""
"Q86Y38-1","NP_071449.1",""
"A1A4G5-1","NP_001078920.1",""
"P01730-1","NP_000607.1",""
"A6NFT4-1","NP_001138344.1",""
"Q16533-1","NP_003073.1",""
"Q16531-1","NP_001914.3",""
"P46531-1","NP_060087.3",""
"Q6NUK4-1","NP_001001330.1",""
"Q9H3R5-1","NP_075060.1",""
"P26678-1","NP_002658.1",""
"Q96LX8-1","NP_689670.1",""
"Q96EK9-1","NP_612426.1",""
"Q9H3R1-1","NP_072091.1",""
"P21266-1","NP_000840.2",""
"Q92839-1","NP_001514.2",""
"P39748-1","NP_004102.1",""
"Q9H0U4-1","NP_112243.1",""
"Q9NZV8-1","NP_036413.1",""
"Q6P4Q7-1","NP_064569.3",""
"Q8N7X4-1","NP_775794.2",""
"O43304-1","NP_055507.1",""
"O43301-1","NP_079291.2",""
"Q8N7X1-1","NP_001138818.1",""
"Q9NUV7-1","NP_060797.2",""
"P04818-1","NP_001062.1",""
"Q16280-1","NP_005131.1",""
"P28562-1","NP_004408.1",""
"Q8NE28-1","NP_714921.4",""
"Q9H4B7-1","NP_110400.1",""
"Q9BY43-1","NP_054888.2",""
"Q6NVH7-1","NP_787067.2",""
"Q6IAA8-1","NP_060377.1",""
"Q96PZ7-1","NP_150094.5",""
"Q9UNK0-1","NP_004844.1",""
"Q9UNK9-1","NP_056120.2",""
"Q8WXA8-1","NP_570126.2",""
"Q7Z736-1","NP_079203.3",""
"Q17RB0-1","NP_001071641.1",""
"Q8TBF5-1","NP_060331.3",""
"Q9NQ79-1","NP_060528.3",""
"Q8IZF5-1","NP_001138640.1",""
"P30613-1","NP_000289.1",""
"Q5H9L4-1","NP_079161.3",""
"Q9BZL4-1","NP_060077.1",""
"Q9NVL1-1","NP_060642.2",""
"Q9NQ75-1","NP_001157588.1",""
"P20936-1","NP_002881.1",""
"Q8NFX7-1","NP_001291405.1",""
"Q9UM21-1","NP_036346.1",""
"Q70EL4-1","NP_694942.3",""
"Q15573-1","NP_001188465.1",""
"Q15572-1","XP_005256283.1",""
"Q9BQP9-1","NP_848561.2",""
"P23919-1","NP_036277.2",""
"Q9NXR8-1","NP_061944.2",""
"Q9C0H2-1","NP_079526.1",""
"Q9C0H5-1","NP_001295136.1",""
"Q9C0H6-1","NP_061990.2",""
"Q9NXR1-2","NP_001137451.1",""
"Q00537-1","NP_002586.2",""
"Q00536-1","NP_006192.1",""
"Q9NXR5-1","NP_060134.2",""
"Q96J66-1","NP_115972.2",""
"Q9UBM8-1","NP_037376.2",""
"Q9H2V7-1","NP_001135920.1",""
"O00241-1","NP_006056.2",""
"O00716-1","NP_001940.1",""
"Q8IX01-1","NP_001017392.2",""
"Q9UBM1-1","NP_009100.2",""
"A8MTA8-1","NP_001157782.1",""
"P24522-1","NP_001915.1",""
"Q13835-1","NP_000290.2",""
"A0AVF1-1","NP_079202.2",""
"P40424-1","NP_002576.1",""
"P40426-1","NP_006186.1",""
"Q8IZK6-1","NP_694991.2",""
"P51991-1","NP_001317178.1",""
"Q13838-1","NP_004631.1",""
"O00337-1","NP_001274691.1",""
"Q8TDW7-3","NP_001008781.2",""
"Q5M775-1","NP_001028725.1",""
"P48960-1","NP_510966.1",""
"P05386-1","NP_000994.1",""
"P24863-1","NP_005181.2",""
"P08559-1","NP_000275.1",""
"Q7L266-1","NP_001077395.1",""
"Q9UJ78-4","NP_001136156.1",""
"P35579-1","NP_002464.1",""
"O15254-1","NP_003492.2",""
"Q86WA8-1","NP_113678.2",""
"P60153-1","NP_001001673.2",""
"Q8N1G0-1","NP_001291692.1",""
"O15259-1","NP_997064.2",""
"P41180-1","XP_006713852.1",""
"Q86XA0-1","NP_001073979.3",""
"P29401-1","NP_001055.1",""
"Q9H0S4-1","NP_057439.2",""
"P07900-1","NP_005339.3",""
"O14776-1","NP_006697.2",""
"O00330-1","NP_003468.2",""
"Q14406-1","NP_072101.1",""
"Q5W111-1","NP_065189.1",""
"Q96CS7-1","NP_001094093.1",""
"Q01113-1","NP_002177.2",""
"Q9UK17-1","NP_004971.2",""
"Q9P212-1","NP_057425.3",""
"Q92833-1","NP_004964.2",""
"Q92832-1","NP_006148.2",""
"Q92830-1","NP_066564.2",""
"Q9UJQ1-1","NP_036393.1",""
"Q969K4-1","NP_742024.1",""
"Q92838-1","NP_001390.1",""
"Q969K3-1","NP_079402.2",""
"Q9Y6E2-1","NP_001153239.1",""
"Q9Y6E0-1","NP_003567.2",""
"O43933-1","NP_000457.1",""
"Q9HC73-1","NP_071431.2",""
"Q9BZG8-1","NP_001374.3",""
"Q9Y597-1","NP_057205.2",""
"Q9Y592-1","NP_001035858.1",""
"P04035-1","NP_000850.1",""
"Q9UKZ4-1","NP_055068.2",""
"Q8NFQ6-1","NP_777592.1",""
"Q9NY47-1","NP_001167522.1",""
"Q8WYB5-1","NP_036462.2",""
"Q86TG1-1","NP_001026908.1",""
"Q14565-1","NP_008999.2",""
"Q9NWM3-1","NP_001258804.1",""
"Q9NWM0-1","NP_787033.1",""
"Q9NRH1-1","NP_064577.1",""
"Q9NRH2-1","NP_001094064.1",""
"P58397-1","NP_112217.2",""
"Q96PG8-2","NP_001120712.1",""
"P41219-1","NP_006253.2",""
"Q9UHF7-1","NP_001317528.1",""
"P41214-1","NP_008824.2",""
"Q86VP1-1","NP_006015.4",""
"Q7Z5L0-1","NP_872372.1",""
"Q92523-1","NP_001138607.1",""
"Q92597-1","NP_001128714.1",""
"Q9H4P4-1","NP_001229755.1",""
"Q5TG92-1","NP_001265430.1",""
"Q5T9C2-1","NP_001030331.1",""
"Q2QGD7-1","NP_079388.3",""
"Q5T9C9-1","NP_001128691.1",""
"Q9HAP6-1","NP_071448.1",""
"P27448-5","NP_001122390.2",""
"Q96HA4-1","NP_001317235.1",""
"P07202-1","NP_000538.3",""
"Q96HA1-1","XP_005250783.1",""
"Q5TGU0-1","NP_001010873.1",""
"Q6PII5-1","XP_005255688.1",""
"Q96HA9-1","NP_542393.1",""
"Q96HA8-1","NP_060494.1",""
"O75164-1","NP_055478.2",""
"O75167-1","NP_055536.2",""
"Q5VZL5-1","NP_005086.2",""
"P06865-1","NP_000511.2",""
"Q96G25-1","NP_963836.2",""
"Q13239-1","NP_001039021.1",""
"Q8TEH3-1","NP_065997.1",""
"Q13237-1","NP_006250.1",""
"O60381-1","NP_036389.2",""
"Q00535-1","NP_004926.1",""
"Q96AH0-1","NP_001026886.1",""
"P10911-1","NP_005360.3",""
"P10912-1","NP_000154.1",""
"A4D0S4-1","NP_001304975.1",""
"O60729-1","NP_201588.1",""
"P40121-1","NP_001243068.1",""
"P23743-1","NP_001336.2",""
"P56705-1","NP_110388.2",""
"Q02297-1","NP_039258.1",""
"O00712-1","NP_005587.2",""
"Q9BQG0-1","NP_055335.2",""
"Q96RU3-1","NP_055848.1",""
"Q96RU2-1","NP_065937.1",""
"Q6VMQ6-1","NP_060649.3",""
"P21675-1","NP_620278.1",""
"Q96RU8-1","NP_079471.1",""
"Q96DR4-1","NP_001294985.1",""
"Q96DR7-1","NP_001238891.1",""
"O94766-1","NP_036332.2",""
"P50395-1","NP_001485.2",""
"Q96A83-1","NP_001265492.1",""
"Q96L50-1","NP_689542.2",""
"Q8NDW4-1","NP_001254526.1",""
"Q13642-2","NP_001153174.1",""
"P40305-2","NP_001123552.1",""
"Q9NS40-1","NP_150375.2",""
"Q9HCE1-1","NP_001123551.1",""
"Q6XQN6-1","NP_660202.3",""
"Q9BQ15-1","NP_076973.1",""
"Q9UKS7-1","NP_057344.2",""
"Q15583-1","NP_733796.2",""
"Q96N77-1","NP_689533.2",""
"Q96N76-1","NP_653240.1",""
"P07093-1","NP_006207.1",""
"Q9NZM6-1","NP_001287850.1",""
"P07098-1","NP_004181.1",""
"Q5T6X5-1","NP_683766.2",""
"P02549-1","NP_003117.2",""
"Q9BXJ2-1","NP_001128643.1",""
"Q16627-1","NP_116739.1",""
"A1A5B4-1","NP_001012302.2",""
"Q03989-1","NP_997646.1",""
"Q96NH3-1","NP_689943.4",""
"Q06609-1","NP_002866.2",""
"Q2TBF2-1","NP_001291376.1",""
"P16520-1","NP_002066.1",""
"Q9Y296-1","NP_057230.1",""
"Q9Y297-1","NP_378663.1",""
"Q9NUQ3-1","NP_060830.2",""
"Q6UWE0-1","NP_001005373.1",""
"Q6IA17-1","NP_001128525.1",""
"Q99952-1","NP_055184.2",""
"P30281-1","NP_001751.1",""
"P49796-3","NP_652759.3",""
"Q96I82-1","NP_112191.2",""
"O60721-1","NP_004718.1",""
"P49798-1","NP_005604.1",""
"P51114-1","NP_005078.2",""
"Q9Y2T4-1","NP_065149.2",""
"O60547-1","NP_001491.1",""
"Q7Z3D4-1","NP_938014.1",""
"Q7L5N7-1","NP_060309.2",""
"Q5T0T0-1","NP_001002266.1",""
"Q495N2-1","NP_861439.3",""
"O43497-1","NP_061496.2",""
"Q9P0L0-1","NP_919415.2",""
"Q9P0L2-1","NP_061120.3",""
"P49788-1","NP_996846.1",""
"Q9P0L9-1","NP_057196.2",""
"Q92738-1","NP_055503.1",""
"Q08174-1","NP_002578.2",""
"P35251-1","NP_001191676.1",""
"P35250-1","NP_852136.1",""
"O75425-1","NP_001035186.1",""
"O75426-1","NP_277041.1",""
"Q92731-1","NP_001428.1",""
"Q92736-1","NP_001026.2",""
"P23109-1","NP_000027.2",""
"Q4AC94-5","NP_001273506.1",""
"Q9UH77-1","NP_059111.2",""
"Q9NVQ4-1","NP_001028204.1",""
"Q7Z5Y7-1","NP_775833.2",""
"Q9NZ72-1","NP_056978.2",""
"Q14849-1","NP_006795.3",""
"P01009-1","NP_000286.3",""
"Q8N2R0-1","NP_001135934.1",""
"P05388-1","NP_000993.1",""
"Q9BXB5-1","NP_060254.2",""
"Q13002-1","NP_068775.1",""
"Q13009-1","NP_003244.2",""
"Q9NXE4-1","NP_060421.2",""
"Q8IYD9-1","NP_775800.3",""
"O75394-1","NP_004882.1",""
"Q9Y4F9-1","NP_055537.2",""
"P51522-1","NP_001099019.1",""
"Q8TE68-1","NP_573441.2",""
"Q8TE69-1","NP_001165378.1",""
"Q9Y4F1-1","NP_005757.1",""
"Q8TE67-1","NP_573444.2",""
"Q9Y4F3-1","NP_055462.2",""
"Q9Y4F5-1","XP_005267607.1",""
"Q9Y4F4-1","NP_055906.2",""
"Q8N323-1","XP_011540897.1",""
"P46013-1","NP_002408.3",""
"Q8WVD3-1","NP_001178253.2",""
"Q2M218-1","NP_001032824.2",""
"Q9NPG3-1","NP_001072982.1",""
"O94979-1","NP_001070675.1",""
"P42772-1","NP_004927.2",""
"Q9BSD3-1","NP_001239428.1",""
"O94972-1","NP_001005207.1",""
"O94973-1","NP_036437.1",""
"P68543-1","NP_859064.2",""
"Q5T3J3-1","NP_060842.3",""
"Q96EX2-1","NP_001103373.1",""
"Q8WXH0-1","NP_055995.4",""
"Q99217-1","NP_001133.1",""
"Q8TC05-1","NP_059136.2",""
"Q9UGC7-1","NP_061914.3",""
"P23467-1","NP_002828.3",""
"Q04609-1","NP_004467.1",""
"Q9UI09-1","NP_061326.1",""
"Q8N4X5-1","NP_001001936.1",""
"Q96JL9-1","NP_115809.1",""
"Q8WV16-1","NP_056419.2",""
"Q9UKB3-1","NP_068572.1",""
"O95206-1","NP_002581.2",""
"Q6NUI2-1","NP_997211.2",""
"P19440-1","NP_001275762.1",""
"Q8TBN0-1","NP_037533.2",""
"Q96LZ7-1","NP_001164262.1",""
"P08237-1","NP_000280.1",""
"Q16515-1","NP_001085.2",""
"Q16517-1","NP_005377.1",""
"Q13454-1","NP_006756.2",""
"Q16512-1","NP_002732.3",""
"Q14004-1","NP_003709.3",""
"Q14005-1","NP_757366.2",""
"Q5VVM6-1","NP_001074319.1",""
"Q8WY21-1","NP_443150.3",""
"Q8NCW0-1","NP_757384.1",""
"Q9BTC0-4","NP_001180298.1",""
"Q9NUT2-1","NP_001269220.1",""
"Q8NCW6-1","NP_071370.2",""
"Q9BUV0-1","NP_001308701.1",""
"P00390-1","NP_000628.2",""
"Q9HA72-1","NP_057000.2",""
"O14939-1","NP_002654.3",""
"O43324-1","NP_004271.1",""
"O14933-1","NP_004214.1",""
"O14931-1","NP_667341.1",""
"P49407-1","NP_004032.2",""
"Q8IZJ1-1","NP_734465.2",""
"Q8IZJ4-1","NP_705843.1",""
"Q7Z7F7-1","NP_001308213.1",""
"P56937-1","NP_057455.1",""
"Q9Y2K9-1","NP_001335272.1",""
"Q9Y2K5-1","NP_055740.3",""
"Q9Y2K7-1","NP_036440.1",""
"P37088-1","NP_001029.1",""
"Q9Y2K1-1","NP_001116801.1",""
"Q96MT7-2","NP_001157968.1",""
"O95970-1","NP_005088.1",""
"Q96MT1-1","NP_001186312.1",""
"Q9UHY7-1","NP_067027.1",""
"Q9UHY8-1","NP_005093.2",""
"O14681-1","NP_004870.3",""
"O14682-1","NP_001243503.1",""
"O14686-1","NP_003473.3",""
"Q96MT8-1","NP_079456.2",""
"Q5M9N0-1","NP_001036249.1",""
"Q9UNE7-1","NP_005852.2",""
"Q9UNE2-1","NP_001177340.1",""
"Q96FM1-1","NP_219487.3",""
"Q9UNE0-1","NP_071731.1",""
"Q00975-1","NP_000709.1",""
"Q00973-1","NP_001469.1",""
"Q6P6B7-1","NP_001009941.1",""
"Q86SZ2-1","NP_001073005.1",""
"Q6P6B1-1","NP_775820.2",""
"Q9BYM8-1","NP_112506.2",""
"Q7L2H7-1","NP_006351.2",""
"Q9HBI0-1","NP_001131077.1",""
"Q8TC07-1","NP_073608.4",""
"P49895-1","NP_000783.2",""
"O75436-1","NP_004887.2",""
"Q9UQN3-1","NP_054762.2",""
"Q63HM1-1","NP_001010982.2",""
"Q14195-1","NP_001378.1",""
"O95754-1","NP_004254.2",""
"O43247-1","NP_001157329.1",""
"O95758-3","NP_005147.3",""
"Q9BWH6-1","NP_056355.2",""
"Q8NHV5-1","NP_001158051.1",""
"Q8NHV4-1","NP_001128648.1",""
"Q6YP21-1","NP_001008661.1",""
"O43670-1","NP_003448.1",""
"Q9C0J8-1","NP_060853.3",""
"P62273-1","NP_001023.1",""
"Q9C0J1-1","NP_110392.1",""
"P05019-1","NP_001104755.1",""
"O00267-1","NP_001104490.1",""
"O00264-1","NP_006658.1",""
"P33947-1","NP_006845.1",""
"Q9NQ55-1","NP_064615.3",""
"P56559-1","NP_005728.2",""
"Q9NV23-1","NP_001034791.1",""
"Q9NVP4-1","NP_001092877.1",""
"Q9P218-1","NP_065933.2",""
"O95340-1","NP_004661.2",""
"O95347-1","NP_001036015.1",""
"Q9UJ98-1","NP_001269645.1",""
"Q6PK81-1","NP_940944.1",""
"Q8IZR5-1","NP_848933.1",""
"Q9H0Q3-1","NP_001158303.1",""
"P10451-1","NP_001035147.1",""
"P60174-3","NP_001152759.1",""
"Q8N543-1","NP_060703.3",""
"Q14157-2","NP_055662.3",""
"Q6ZVH7-1","NP_919288.2",""
"Q14574-1","NP_001932.2",""
"Q12981-4","NP_001196.2",""
"Q53G59-1","NP_067646.1",""
"P38398-1","NP_009225.1",""
"Q14156-1","NP_055952.2",""
"P29466-1","NP_001244047.1",""
"Q8N6K7-1","NP_001017373.2",""
"Q9Y600-1","NP_001231634.1",""
"Q9Y603-1","NP_057219.1",""
"Q93100-1","NP_000284.1",""
"P28482-1","NP_002736.3",""
"Q9NP55-1","NP_001230122.1",""
"P28332-1","NP_000663.1",""
"P28331-1","NP_004997.4",""
"Q9UIB8-1","NP_001171808.1",""
"Q96CU9-1","NP_060017.1",""
"Q71RC2-1","NP_443111.4",""
"P62820-1","NP_004152.1",""
"Q8N9B8-1","NP_660356.2",""
"Q6ZW49-6","NP_031375.3",""
"Q5K4E3-1","NP_775773.2",""
"Q5BKZ1-1","NP_892021.1",""
"Q92835-1","NP_001017915.1",""
"P51858-1","NP_004485.1",""
"P51857-1","NP_005980.1",""
"P0C7I6-2","NP_001073972.2",""
"Q969I3-1","NP_001207423.1",""
"P02741-1","NP_000558.2",""
"O43913-1","NP_002544.1",""
"Q969K7-1","NP_277039.1",""
"Q8TAB3-1","NP_001171809.1",""
"Q9UKX7-1","NP_009103.2",""
"Q18PE1-1","NP_775931.3",""
"Q86WZ6-1","NP_001276095.1",""
"Q9BZG1-1","NP_001243206.1",""
"Q86V88-1","NP_612485.2",""
"Q9H987-1","NP_001107605.1",""
"Q8N5M4-1","NP_001305741.1",""
"Q8NBJ7-1","NP_056226.2",""
"P45983-1","NP_001310257.1",""
"Q9UHD8-1","NP_001106963.1",""
"Q8N3G9-1","NP_001127922.1",""
"Q9UHD1-1","NP_036256.2",""
"Q9UHD0-1","NP_037503.2",""
"Q7Z5G4-1","NP_001002296.1",""
"Q92503-1","NP_001137470.1",""
"Q92502-1","NP_001135976.1",""
"Q8N960-1","NP_694955.2",""
"P16519-1","NP_002585.2",""
"Q8WTP8-1","NP_073604.3",""
"Q9C0G0-1","NP_060227.2",""
"Q5VZR2-1","NP_001164212.1",""
"P50995-1","NP_001148.1",""
"Q58EX7-1","NP_001123199.1",""
"Q58EX2-1","NP_001138424.1",""
"Q13214-1","NP_001276989.1",""
"Q6KCM7-1","NP_443133.2",""
"Q13216-1","NP_000073.1",""
"Q9H239-1","NP_077278.1",""
"Q9H237-1","NP_982301.1",""
"Q9H8H0-1","NP_056277.2",""
"O75185-1","NP_055676.3",""
"O75182-1","NP_056075.1",""
"Q7Z402-1","NP_079123.3",""
"Q99685-1","NP_001003794.1",""
"Q99687-1","NP_001287988.1",""
"Q12931-1","NP_057376.2",""
"Q9BWW4-1","NP_663768.1",""
"Q17R60-1","NP_001554.2",""
"Q99689-1","NP_005094.1",""
"P63010-1","NP_001273.1",""
"Q5TB30-5","NP_001107592.1",""
"Q2NKQ1-1","NP_001035037.1",""
"Q8N157-1","NP_001128302.1",""
"Q8NDY3-1","NP_612439.2",""
"O75386-1","NP_003315.2",""
"Q8WUZ0-1","NP_004756.2",""
"Q96BR6-1","NP_079080.2",""
"Q15746-1","NP_444253.3",""
"Q15742-1","NP_005958.1",""
"Q86X76-1","NP_005591.1",""
"Q6ZSJ8-1","NP_940848.2",""
"Q6ZSJ9-1","NP_001166932.1",""
"P23760-1","NP_852122.1",""
"P23763-1","NP_055046.1",""
"Q9NYK6-1","NP_001093890.1",""
"Q9BQE9-1","NP_001698.2",""
"Q02410-1","NP_001154.2",""
"Q99538-1","NP_001008530.1",""
"Q96RS6-1","NP_116258.2",""
"Q9BVX2-1","NP_001137314.1",""
"P40855-1","NP_002848.1",""
"Q9UJT1-1","NP_057345.2",""
"Q9P2D3-1","NP_061897.1",""
"Q96JP9-1","NP_149091.1",""
"Q8TE99-1","NP_001032249.1",""
"O43865-1","NP_006612.2",""
"Q96PE3-1","NP_001127696.1",""
"Q9NX14-1","NP_001129470.1",""
"Q9NS61-1","NP_775283.1",""
"O15042-1","NP_001073884.1",""
"Q16891-1","NP_006830.2",""
"P12757-1","NP_001234937.1",""
"Q9P0N8-1","NP_001005415.1",""
"A6NH21-1","NP_001244960.1",""
"Q9H6L4-1","NP_078861.1",""
"Q9H6L2-1","NP_001070886.1",""
"P04554-1","NP_002753.2",""
"Q9Y6M4-1","NP_004375.2",""
"Q9HD33-1","NP_065142.2",""
"Q14833-1","NP_000832.1",""
"Q14832-1","NP_000831.2",""
"O14744-1","NP_006100.2",""
"O14746-1","NP_937983.2",""
"P22415-1","NP_001263302.1",""
"Q9NZK5-1","NP_001269154.1",""
"Q8N5Y8-1","NP_001303872.1",""
"P16671-1","NP_000063.2",""
"Q9P2D6-1","NP_001156001.1",""
"A1A5D9-1","NP_001096645.1",""
"P56817-1","NP_036236.1",""
"Q86TG7-1","NP_055883.2",""
"Q8NFQ8-1","NP_001186189.1",""
"O75461-1","NP_937987.2",""
"P29322-1","NP_065387.1",""
"Q5JTH9-1","NP_055994.2",""
"P55290-1","NP_001248.1",""
"Q8NE00-1","NP_060198.3",""
"Q96C03-1","NP_631901.2",""
"Q8WVK7-1","NP_872426.1",""
"Q9BZ95-1","NP_075447.1",""
